Country / territory of asylum/residence,Origin,Value
Italy,Eritrea,155
Italy,Eritrea,10856
Italy,Ethiopia,13
Italy,Ethiopia,2178
Italy,Gabon,1
Italy,Gabon,3
Italy,Georgia,41
Italy,Georgia,84
Italy,Ghana,136
Italy,Ghana,604
Italy,Guinea,55
Italy,Guinea,516
Italy,Gambia,36
Italy,Gambia,216
Italy,Guinea-Bissau,3
Italy,Guinea-Bissau,15
Italy,Equatorial Guinea,1
Italy,Guatemala,0
Italy,Guatemala,3
Italy,Honduras,1
Italy,Honduras,6
Italy,Croatia,24
Italy,Croatia,14
Italy,India,21
Italy,India,87
Italy,Iran (Islamic Rep. of),87
Italy,Iran (Islamic Rep. of),787
Italy,Iraq,191
Italy,Iraq,1952
Italy,Israel,0
Italy,Israel,1
Italy,Italy,854
Italy,Jordan,0
Italy,Jordan,5
Italy,Kenya,19
Italy,Kenya,65
Italy,Kyrgyzstan,1
Italy,Kyrgyzstan,3
Italy,Cambodia,0
Italy,Cambodia,1
Italy,Kuwait,1
Italy,Kuwait,3
Italy,Lebanon,5
Italy,Lebanon,214
Italy,Liberia,22
Italy,Liberia,1356
Italy,Libya,0
Italy,Libya,8
Italy,Sri Lanka,27
Italy,Sri Lanka,1004
Italy,Morocco,20
Italy,Morocco,83
Italy,Rep. of Moldova,1
Italy,Rep. of Moldova,111
Italy,Madagascar,3
Italy,Madagascar,4
Italy,Mexico,0
Italy,The former Yugoslav Republic of Macedonia,4
Italy,The former Yugoslav Republic of Macedonia,207
Italy,Mali,39
Italy,Mali,114
Italy,Myanmar,0
Italy,Myanmar,16
Italy,Montenegro,13
Italy,Montenegro,14
Italy,Mongolia,1
Italy,Mongolia,5
Italy,Mauritania,10
Italy,Mauritania,90
Italy,Malawi,1
Italy,Niger,5
Italy,Niger,67
Italy,Nigeria,831
Italy,Nigeria,2200
Italy,Nepal,5
Italy,Nepal,21
Italy,Pakistan,436
Italy,Pakistan,1146
Italy,Peru,0
Italy,Peru,12
Italy,Palestinian,30
Italy,Palestinian,374
Italy,Romania,71
Italy,Russian Federation,13
Italy,Russian Federation,255
Italy,Rwanda,35
Italy,Saudi Arabia,0
Italy,Saudi Arabia,4
Italy,Sudan,19
Italy,Sudan,2145
Italy,Senegal,73
Italy,Senegal,129
Italy,Sierra Leone,7
Italy,Sierra Leone,368
Italy,El Salvador,8
Italy,El Salvador,30
Italy,Somalia,59
Italy,Somalia,7865
Italy,Serbia and Kosovo (S/RES/1244 (1999)),104
Italy,Serbia and Kosovo (S/RES/1244 (1999)),3565
Italy,Syrian Arab Rep.,29
Italy,Syrian Arab Rep.,211
Italy,Chad,1
Italy,Chad,61
Italy,Togo,20
Italy,Togo,1498
Italy,Tajikistan,1
Italy,Tunisia,31
Italy,Tunisia,65
Italy,Turkey,336
Italy,Turkey,2001
Italy,United Rep. of Tanzania,0
Italy,United Rep. of Tanzania,2
Italy,Uganda,3
Italy,Uganda,24
Italy,Ukraine,6
Italy,Ukraine,71
Italy,Uruguay,3
Italy,Uzbekistan,0
Italy,Uzbekistan,5
Italy,Viet Nam,9
Italy,Stateless,1
Italy,Stateless,9
Italy,Various/Unknown,87
Italy,Various/Unknown,3058
Italy,Yemen,0
Italy,Yemen,4
Italy,South Africa,1
Italy,Zimbabwe,5
Italy,Zimbabwe,23
Jamaica,Haiti,19
Jamaica,Rwanda,1
Jamaica,Sierra Leone,1
Jordan,Afghanistan,37
Jordan,Afghanistan,15
Jordan,Bangladesh,1
Jordan,Bosnia and Herzegovina,0
Jordan,Bosnia and Herzegovina,12
Jordan,Bosnia and Herzegovina,1
Jordan,China,0
Jordan,Colombia,2
Jordan,Algeria,2
Jordan,Algeria,1
Jordan,Egypt,75
Jordan,Egypt,21
Jordan,Eritrea,2
Jordan,Eritrea,6
Jordan,Indonesia,1
Jordan,India,6
Jordan,Iraq,1360
Jordan,Iraq,450000
Jordan,Iraq,106
Jordan,Kuwait,2
Jordan,Kuwait,11
Jordan,Lebanon,4
Jordan,Lebanon,5
Jordan,Libya,2
Jordan,Sri Lanka,22
Jordan,Sri Lanka,2
Jordan,Morocco,1
Jordan,Morocco,1
Jordan,Oman,1
Jordan,Pakistan,8
Jordan,Philippines,2
Jordan,Russian Federation,6
Jordan,Russian Federation,41
Jordan,Saudi Arabia,1
Jordan,Sudan,225
Jordan,Sudan,318
Jordan,Somalia,68
Jordan,Somalia,230
Jordan,Syrian Arab Rep.,287
Jordan,Syrian Arab Rep.,198
Jordan,Chad,1
Jordan,Tunisia,7
Jordan,Tunisia,2
Jordan,Turkey,0
Jordan,Turkey,1
Jordan,Ukraine,0
Jordan,Stateless,14
Jordan,Stateless,46
Jordan,Yemen,23
Jordan,Yemen,4
Japan,Afghanistan,1
Japan,Afghanistan,54
Japan,Angola,8
Japan,Armenia,1
Japan,Burundi,1
Japan,Burundi,7
Japan,Bangladesh,46
Japan,Bangladesh,12
Japan,Bolivia (Plurinational State of),0
Japan,Brazil,0
Japan,China,17
Japan,China,69
Japan,Cameroon,19
Japan,Dem. Rep. of the Congo,23
Japan,Dem. Rep. of the Congo,2
Japan,Colombia,0
Japan,Egypt,0
Japan,Eritrea,0
Japan,Ethiopia,24
Japan,Ethiopia,11
Japan,Ghana,9
Japan,Guinea,2
Japan,Guinea-Bissau,1
Japan,Guatemala,0
Japan,Indonesia,3
Japan,India,79
Japan,Iran (Islamic Rep. of),24
Japan,Iran (Islamic Rep. of),33
Japan,Iraq,2
Japan,Iraq,6
Japan,Israel,0
Japan,Jordan,2
Japan,Japan,1397
Japan,Kenya,0
Japan,Cambodia,73
Japan,Rep. of Korea,1
Japan,Lao People's Dem. Rep.,1
Japan,Liberia,2
Japan,Sri Lanka,260
Japan,Sri Lanka,11
Japan,Morocco,1
Japan,Mexico,1
Japan,Mali,1
Japan,Myanmar,925
Japan,Myanmar,1467
Japan,Mongolia,1
Japan,Mauritius,1
Japan,Malaysia,5
Japan,Niger,0
Japan,Nigeria,26
Japan,Nepal,102
Japan,Pakistan,143
Japan,Pakistan,14
Japan,Peru,4
Japan,Philippines,6
Japan,Poland,1
Japan,Russian Federation,3
Japan,Rwanda,0
Japan,Sudan,4
Japan,Sudan,16
Japan,Senegal,2
Japan,Sierra Leone,0
Japan,Somalia,2
Japan,Togo,0
Japan,Thailand,2
Japan,Tunisia,2
Japan,Turkey,189
Japan,Turkey,15
Japan,United Rep. of Tanzania,1
Japan,Uganda,33
Japan,Ukraine,0
Japan,United States of America,1
Japan,Uzbekistan,0
Japan,Viet Nam,3
Japan,Viet Nam,584
Japan,Stateless,5
Japan,Stateless,4
Japan,Various/Unknown,1056
Japan,Various/Unknown,206
Japan,South Africa,2
Japan,Zimbabwe,1
Kazakhstan,Afghanistan,22
Kazakhstan,Afghanistan,593
Kazakhstan,China,40
Kazakhstan,China,19
Kazakhstan,Ethiopia,2
Kazakhstan,Kazakhstan,7966
Kazakhstan,Kyrgyzstan,18
Kazakhstan,Kyrgyzstan,3
Kazakhstan,Sri Lanka,1
Kazakhstan,Nigeria,1
Kazakhstan,Pakistan,0
Kazakhstan,Dem. People's Rep. of Korea,0
Kazakhstan,Palestinian,8
Kazakhstan,Russian Federation,4
Kazakhstan,Russian Federation,3692
Kazakhstan,Russian Federation,3
Kazakhstan,Somalia,1
Kazakhstan,Tajikistan,0
Kazakhstan,Turkmenistan,0
Kazakhstan,Turkmenistan,1
Kazakhstan,Uzbekistan,221
Kazakhstan,Uzbekistan,94
Kenya,Afghanistan,2
Kenya,Burundi,731
Kenya,Burundi,765
Kenya,Burundi,1
Kenya,Belize,0
Kenya,Central African Rep.,1
Kenya,Cote d'Ivoire,1
Kenya,Cote d'Ivoire,2
Kenya,Cameroon,1
Kenya,Dem. Rep. of the Congo,4254
Kenya,Dem. Rep. of the Congo,4879
Kenya,Dem. Rep. of the Congo,3
Kenya,Congo,34
Kenya,Congo,22
Kenya,Cuba,0
Kenya,Djibouti,2
Kenya,Egypt,0
Kenya,Egypt,3
Kenya,Eritrea,461
Kenya,Eritrea,1225
Kenya,Ethiopia,14056
Kenya,Ethiopia,21253
Kenya,Guinea,0
Kenya,India,1
Kenya,India,1
Kenya,Iran (Islamic Rep. of),1
Kenya,Iran (Islamic Rep. of),8
Kenya,Iraq,2
Kenya,Iraq,1
Kenya,Kenya,300000
Kenya,Kenya,20000
Kenya,Liberia,1
Kenya,Liberia,1
Kenya,Sri Lanka,13
Kenya,Sri Lanka,8
Kenya,Mozambique,2
Kenya,Mozambique,5
Kenya,Namibia,1
Kenya,Nigeria,1
Kenya,Nigeria,1
Kenya,Oman,0
Kenya,Pakistan,1
Kenya,Pakistan,6
Kenya,Palestinian,1
Kenya,Rwanda,281
Kenya,Rwanda,1665
Kenya,Rwanda,2
Kenya,Sudan,6470
Kenya,Sudan,20528
Kenya,Sudan,64
Kenya,Senegal,0
Kenya,Senegal,1
Kenya,Somalia,1435
Kenya,Somalia,351773
Kenya,Somalia,6
Kenya,Togo,0
Kenya,United Rep. of Tanzania,24
Kenya,United Rep. of Tanzania,12
Kenya,Uganda,197
Kenya,Uganda,737
Kenya,South Africa,1
Kenya,Zimbabwe,2
Kenya,Zimbabwe,5
Kyrgyzstan,Afghanistan,232
Kyrgyzstan,Afghanistan,415
Kyrgyzstan,Afghanistan,5
Kyrgyzstan,China,9
Kyrgyzstan,China,3
Kyrgyzstan,India,1
Kyrgyzstan,Iran (Islamic Rep. of),15
Kyrgyzstan,Iran (Islamic Rep. of),4
Kyrgyzstan,Iraq,0
Kyrgyzstan,Iraq,1
Kyrgyzstan,Kazakhstan,31
Kyrgyzstan,Kyrgyzstan,80000
Kyrgyzstan,Kyrgyzstan,200000
Kyrgyzstan,Kyrgyzstan,21157
Kyrgyzstan,Pakistan,1
Kyrgyzstan,Dem. People's Rep. of Korea,0
Kyrgyzstan,Dem. People's Rep. of Korea,3
Kyrgyzstan,Palestinian,1
Kyrgyzstan,Russian Federation,15
Kyrgyzstan,Russian Federation,2
Kyrgyzstan,Syrian Arab Rep.,12
Kyrgyzstan,Syrian Arab Rep.,11
Kyrgyzstan,Turkey,2
Kyrgyzstan,Uzbekistan,235
Kyrgyzstan,Uzbekistan,2021
Cambodia,China,0
Cambodia,Dem. Rep. of the Congo,1
Cambodia,Algeria,1
Cambodia,Ghana,0
Cambodia,Iran (Islamic Rep. of),0
Cambodia,Iraq,1
Cambodia,Sri Lanka,5
Cambodia,Myanmar,42
Cambodia,Myanmar,10
Cambodia,Nigeria,0
Cambodia,Pakistan,7
Cambodia,Pakistan,1
Cambodia,Sudan,0
Cambodia,Sudan,1
Cambodia,Somalia,8
Cambodia,Viet Nam,2
Cambodia,Viet Nam,101
Rep. of Korea,Afghanistan,16
Rep. of Korea,Afghanistan,7
Rep. of Korea,Angola,1
Rep. of Korea,Burundi,0
Rep. of Korea,Burundi,1
Rep. of Korea,Benin,1
Rep. of Korea,Bangladesh,37
Rep. of Korea,Bangladesh,48
Rep. of Korea,China,15
Rep. of Korea,China,17
Rep. of Korea,Cote d'Ivoire,4
Rep. of Korea,Cote d'Ivoire,13
Rep. of Korea,Cameroon,13
Rep. of Korea,Cameroon,6
Rep. of Korea,Dem. Rep. of the Congo,12
Rep. of Korea,Dem. Rep. of the Congo,31
Rep. of Korea,Congo,3
Rep. of Korea,Algeria,4
Rep. of Korea,Egypt,1
Rep. of Korea,Egypt,2
Rep. of Korea,Eritrea,1
Rep. of Korea,Ethiopia,5
Rep. of Korea,Ethiopia,29
Rep. of Korea,United Kingdom,1
Rep. of Korea,Ghana,2
Rep. of Korea,Ghana,4
Rep. of Korea,Guinea,3
Rep. of Korea,Gambia,1
Rep. of Korea,Indonesia,0
Rep. of Korea,India,5
Rep. of Korea,Iran (Islamic Rep. of),4
Rep. of Korea,Iran (Islamic Rep. of),15
Rep. of Korea,Iraq,1
Rep. of Korea,Iraq,6
Rep. of Korea,Kazakhstan,2
Rep. of Korea,Kenya,5
Rep. of Korea,Kenya,1
Rep. of Korea,Kyrgyzstan,53
Rep. of Korea,Rep. of Korea,179
Rep. of Korea,Liberia,10
Rep. of Korea,Liberia,1
Rep. of Korea,Sri Lanka,5
Rep. of Korea,Sri Lanka,2
Rep. of Korea,Morocco,1
Rep. of Korea,Mali,1
Rep. of Korea,Myanmar,46
Rep. of Korea,Myanmar,119
Rep. of Korea,Mozambique,0
Rep. of Korea,Niger,0
Rep. of Korea,Niger,1
Rep. of Korea,Nigeria,9
Rep. of Korea,Nigeria,4
Rep. of Korea,Nepal,2
Rep. of Korea,Nepal,4
Rep. of Korea,Pakistan,134
Rep. of Korea,Pakistan,8
Rep. of Korea,Philippines,2
Rep. of Korea,Russian Federation,2
Rep. of Korea,Russian Federation,5
Rep. of Korea,Rwanda,0
Rep. of Korea,Rwanda,2
Rep. of Korea,Sudan,6
Rep. of Korea,Sudan,1
Rep. of Korea,Sierra Leone,1
Rep. of Korea,Somalia,0
Rep. of Korea,Somalia,3
Rep. of Korea,Chad,1
Rep. of Korea,Togo,0
Rep. of Korea,Tunisia,0
Rep. of Korea,United Rep. of Tanzania,0
Rep. of Korea,Uganda,15
Rep. of Korea,Uganda,16
Rep. of Korea,Uzbekistan,2
Rep. of Korea,Uzbekistan,7
Rep. of Korea,Various/Unknown,288
Rep. of Korea,Yemen,0
Rep. of Korea,South Africa,1
Rep. of Korea,Zimbabwe,1
Kuwait,Afghanistan,1794
Kuwait,Bangladesh,3
Kuwait,Dominica,1
Kuwait,Egypt,7
Kuwait,Eritrea,6
Kuwait,Eritrea,5
Kuwait,Ethiopia,1
Kuwait,Iran (Islamic Rep. of),106
Kuwait,Iran (Islamic Rep. of),30
Kuwait,Iraq,794
Kuwait,Iraq,123
Kuwait,Jordan,8
Kuwait,Kuwait,93000
Kuwait,Lebanon,3
Kuwait,Sri Lanka,5
Kuwait,Nepal,5
Kuwait,Pakistan,8
Kuwait,Philippines,2
Kuwait,Palestinian,137
Kuwait,Palestinian,5
Kuwait,Russian Federation,1
Kuwait,Sudan,2
Kuwait,Somalia,149
Kuwait,Somalia,17
Kuwait,Syrian Arab Rep.,13
Kuwait,Syrian Arab Rep.,4
Kuwait,Stateless,230
Lebanon,Afghanistan,6
Lebanon,Afghanistan,9
Lebanon,Armenia,0
Lebanon,Armenia,1
Lebanon,Burkina Faso,0
Lebanon,Bangladesh,0
Lebanon,Canada,0
Lebanon,Cameroon,0
Lebanon,Dem. Rep. of the Congo,3
Lebanon,Congo,1
Lebanon,Algeria,1
Lebanon,Algeria,5
Lebanon,Egypt,20
Lebanon,Egypt,11
Lebanon,Eritrea,1
Lebanon,Eritrea,7
Lebanon,Ethiopia,8
Lebanon,Ethiopia,16
Lebanon,United Kingdom,1
Lebanon,Ghana,0
Lebanon,Iran (Islamic Rep. of),10
Lebanon,Iran (Islamic Rep. of),40
Lebanon,Iraq,647
Lebanon,Iraq,7630
Lebanon,Iraq,40
Lebanon,Jordan,13
Lebanon,Jordan,20
Lebanon,Kuwait,0
Lebanon,Kuwait,1
Lebanon,Liberia,1
Lebanon,Libya,1
Lebanon,Sri Lanka,1
Lebanon,Sri Lanka,11
Lebanon,Morocco,1
Lebanon,Madagascar,1
Lebanon,Madagascar,1
Lebanon,Philippines,0
Lebanon,Philippines,18
Lebanon,Palestinian,1
Lebanon,Palestinian,37
Lebanon,Romania,1
Lebanon,Russian Federation,0
Lebanon,Russian Federation,1
Lebanon,Rwanda,0
Lebanon,Saudi Arabia,0
Lebanon,Saudi Arabia,1
Lebanon,Sudan,535
Lebanon,Sudan,133
Lebanon,Sierra Leone,0
Lebanon,Somalia,9
Lebanon,Somalia,20
Lebanon,Sweden,1
Lebanon,Syrian Arab Rep.,141
Lebanon,Syrian Arab Rep.,64
Lebanon,Chad,5
Lebanon,Tunisia,0
Lebanon,Tunisia,12
Lebanon,Turkey,2
Lebanon,Turkey,9
Lebanon,United Rep. of Tanzania,1
Lebanon,United States of America,1
Lebanon,Stateless,8
Lebanon,Stateless,6
Lebanon,Yemen,1
Lebanon,Yemen,5
Liberia,Burkina Faso,4
Liberia,Cote d'Ivoire,0
Liberia,Cote d'Ivoire,24536
Liberia,Dem. Rep. of the Congo,1
Liberia,Dem. Rep. of the Congo,5
Liberia,Algeria,1
Liberia,Ethiopia,1
Liberia,Ghana,2
Liberia,Guinea,0
Liberia,Guinea,1
Liberia,Haiti,1
Liberia,Iraq,3
Liberia,Mauritania,1
Liberia,Nigeria,1
Liberia,Nigeria,1
Liberia,Pakistan,0
Liberia,Pakistan,1
Liberia,Palestinian,1
Liberia,Rwanda,0
Liberia,Rwanda,1
Liberia,Sudan,4
Liberia,Sudan,9
Liberia,Sierra Leone,5
Liberia,Sierra Leone,1850
Liberia,Sierra Leone,170
Liberia,Somalia,1
Liberia,Chad,1
Liberia,Togo,16
Liberia,Togo,4
Liberia,Togo,3
Liberia,Uganda,2
Libya,Benin,0
Libya,Cote d'Ivoire,2
Libya,Cote d'Ivoire,6
Libya,Cameroon,0
Libya,Cameroon,1
Libya,Dem. Rep. of the Congo,0
Libya,Dem. Rep. of the Congo,29
Libya,Algeria,0
Libya,Algeria,6
Libya,Egypt,3
Libya,Eritrea,1624
Libya,Eritrea,976
Libya,Western Sahara,0
Libya,Ethiopia,126
Libya,Ethiopia,39
Libya,Ghana,1
Libya,Guinea-Bissau,1
Libya,Iraq,530
Libya,Iraq,2885
Libya,Iraq,29
Libya,Jordan,0
Libya,Liberia,2
Libya,Liberia,41
Libya,Morocco,3
Libya,Mali,2
Libya,Niger,0
Libya,Nigeria,1
Libya,Nigeria,1
Libya,Palestinian,2739
Libya,Sudan,318
Libya,Sudan,834
Libya,Sudan,8
Libya,Sierra Leone,1
Libya,Somalia,557
Libya,Somalia,342
Libya,Chad,25
Libya,Chad,20
Libya,Togo,1
Libya,Togo,1
Saint Lucia,Sri Lanka,6
Saint Lucia,Sri Lanka,1
Liechtenstein,Armenia,16
Liechtenstein,Bosnia and Herzegovina,2
Liechtenstein,Bosnia and Herzegovina,2
Liechtenstein,Belarus,2
Liechtenstein,China,2
Liechtenstein,China,1
Liechtenstein,Cameroon,0
Liechtenstein,Czech Rep.,2
Liechtenstein,Algeria,1
Liechtenstein,Algeria,1
Liechtenstein,Egypt,0
Liechtenstein,Eritrea,9
Liechtenstein,France,0
Liechtenstein,Gambia,1
Liechtenstein,Hungary,0
Liechtenstein,Iran (Islamic Rep. of),0
Liechtenstein,Iran (Islamic Rep. of),2
Liechtenstein,Iraq,3
Liechtenstein,Liberia,0
Liechtenstein,Liechtenstein,6
Liechtenstein,The former Yugoslav Republic of Macedonia,0
Liechtenstein,Nigeria,1
Liechtenstein,Nicaragua,0
Liechtenstein,Romania,0
Liechtenstein,Russian Federation,0
Liechtenstein,Somalia,21
Liechtenstein,Serbia and Kosovo (S/RES/1244 (1999)),0
Liechtenstein,Serbia and Kosovo (S/RES/1244 (1999)),62
Liechtenstein,Syrian Arab Rep.,0
Liechtenstein,Uzbekistan,0
Liechtenstein,Various/Unknown,8
Sri Lanka,Afghanistan,0
Sri Lanka,Iran (Islamic Rep. of),2
Sri Lanka,Iraq,1
Sri Lanka,Sri Lanka,273772
Sri Lanka,Sri Lanka,161128
Sri Lanka,Maldives,2
Sri Lanka,Myanmar,55
Sri Lanka,Pakistan,134
Sri Lanka,Pakistan,164
Sri Lanka,Pakistan,2
Sri Lanka,Palestinian,4
Lithuania,Afghanistan,2
Lithuania,Afghanistan,108
Lithuania,Albania,0
Lithuania,Armenia,2
Lithuania,Armenia,3
Lithuania,Azerbaijan,0
Lithuania,Azerbaijan,3
Lithuania,Bangladesh,0
Lithuania,Belarus,3
Lithuania,Belarus,11
Lithuania,Cameroon,5
Lithuania,Dem. Rep. of the Congo,1
Lithuania,Cuba,3
Lithuania,Eritrea,3
Lithuania,Ethiopia,3
Lithuania,Georgia,42
Lithuania,Georgia,2
Lithuania,India,0
Lithuania,Iran (Islamic Rep. of),0
Lithuania,Iran (Islamic Rep. of),6
Lithuania,Iraq,0
Lithuania,Iraq,14
Lithuania,Israel,2
Lithuania,Kyrgyzstan,1
Lithuania,Liberia,1
Lithuania,Sri Lanka,0
Lithuania,Sri Lanka,7
Lithuania,Lithuania,3674
Lithuania,Rep. of Moldova,1
Lithuania,Niger,0
Lithuania,Nigeria,0
Lithuania,Nigeria,4
Lithuania,Pakistan,0
Lithuania,Pakistan,3
Lithuania,Russian Federation,15
Lithuania,Russian Federation,578
Lithuania,Russian Federation,5
Lithuania,Somalia,22
Lithuania,Syrian Arab Rep.,3
Lithuania,Togo,1
Lithuania,Tajikistan,3
Lithuania,Tajikistan,1
Lithuania,Ukraine,1
Lithuania,Uzbekistan,0
Lithuania,Uzbekistan,11
Lithuania,Viet Nam,0
Lithuania,Viet Nam,1
Lithuania,Stateless,0
Lithuania,Stateless,6
Lithuania,Yemen,1
Lithuania,Zimbabwe,1
Luxembourg,Afghanistan,16
Luxembourg,Angola,7
Luxembourg,Albania,29
Luxembourg,Armenia,2
Luxembourg,Azerbaijan,5
Luxembourg,Burundi,6
Luxembourg,Benin,2
Luxembourg,Burkina Faso,0
Luxembourg,Bangladesh,1
Luxembourg,Bosnia and Herzegovina,13
Luxembourg,Belarus,12
Luxembourg,Bhutan,1
Luxembourg,Cote d'Ivoire,7
Luxembourg,Cameroon,21
Luxembourg,Dem. Rep. of the Congo,14
Luxembourg,Congo,2
Luxembourg,Germany,0
Luxembourg,Algeria,28
Luxembourg,Eritrea,8
Luxembourg,Ethiopia,5
Luxembourg,France,0
Luxembourg,Gabon,0
Luxembourg,Georgia,1
Luxembourg,Guinea,8
Luxembourg,Gambia,6
Luxembourg,Guinea-Bissau,1
Luxembourg,Equatorial Guinea,1
Luxembourg,Croatia,1
Luxembourg,India,2
Luxembourg,Iran (Islamic Rep. of),11
Luxembourg,Iraq,64
Luxembourg,Israel,5
Luxembourg,Kazakhstan,0
Luxembourg,Kenya,1
Luxembourg,Kyrgyzstan,2
Luxembourg,Lebanon,1
Luxembourg,Liberia,13
Luxembourg,Libya,0
Luxembourg,Sri Lanka,1
Luxembourg,Luxembourg,173
Luxembourg,Latvia,0
Luxembourg,Morocco,2
Luxembourg,Rep. of Moldova,0
Luxembourg,Mexico,5
Luxembourg,The former Yugoslav Republic of Macedonia,18
Luxembourg,Mali,2
Luxembourg,Mongolia,1
Luxembourg,Mauritania,1
Luxembourg,Niger,0
Luxembourg,Nigeria,47
Luxembourg,Romania,0
Luxembourg,Russian Federation,8
Luxembourg,Rwanda,1
Luxembourg,Sudan,8
Luxembourg,Senegal,1
Luxembourg,Sierra Leone,4
Luxembourg,Somalia,25
Luxembourg,Serbia and Kosovo (S/RES/1244 (1999)),215
Luxembourg,Syrian Arab Rep.,15
Luxembourg,Chad,1
Luxembourg,Togo,7
Luxembourg,Tajikistan,0
Luxembourg,Tunisia,1
Luxembourg,Turkey,14
Luxembourg,United Rep. of Tanzania,1
Luxembourg,Uganda,1
Luxembourg,Ukraine,2
Luxembourg,Uzbekistan,0
Luxembourg,Venezuela (Bolivarian Republic of),0
Luxembourg,Stateless,1
Luxembourg,Various/Unknown,17
Luxembourg,Various/Unknown,3254
Luxembourg,Zimbabwe,2
Latvia,Afghanistan,22
Latvia,Afghanistan,19
Latvia,Angola,1
Latvia,Azerbaijan,4
Latvia,Belarus,1
Latvia,Belarus,7
Latvia,Cameroon,1
Latvia,Dem. Rep. of the Congo,4
Latvia,Dem. Rep. of the Congo,1
Latvia,Colombia,1
Latvia,Cuba,2
Latvia,Georgia,0
Latvia,Ghana,2
Latvia,Guinea,1
Latvia,Haiti,0
Latvia,Iran (Islamic Rep. of),3
Latvia,Iran (Islamic Rep. of),1
Latvia,Iraq,3
Latvia,Kenya,2
Latvia,Kyrgyzstan,6
Latvia,Kyrgyzstan,1
Latvia,Libya,0
Latvia,Sri Lanka,2
Latvia,Latvia,326906
Latvia,Morocco,1
Latvia,Nigeria,1
Latvia,Nepal,0
Latvia,Pakistan,3
Latvia,Palestinian,2
Latvia,Palestinian,2
Latvia,Russian Federation,5
Latvia,Russian Federation,6
Latvia,Sudan,1
Latvia,Somalia,7
Latvia,Turkey,0
Latvia,Turkey,1
Latvia,Uzbekistan,2
Latvia,Uzbekistan,6
Latvia,Various/Unknown,0
"China, Macao SAR",Afghanistan,1
"China, Macao SAR",India,3
"China, Macao SAR",Iraq,0
"China, Macao SAR",Iraq,1
"China, Macao SAR",Pakistan,1
"China, Macao SAR",Syrian Arab Rep.,4
Morocco,Afghanistan,0
Morocco,Afghanistan,8
Morocco,Angola,4
Morocco,Angola,3
Morocco,Benin,2
Morocco,Burkina Faso,0
Morocco,Bangladesh,2
Morocco,Botswana,0
Morocco,Central African Rep.,4
Morocco,Central African Rep.,3
Morocco,China,1
Morocco,Cote d'Ivoire,20
Morocco,Cote d'Ivoire,272
Morocco,Cameroon,7
Morocco,Cameroon,8
Morocco,Dem. Rep. of the Congo,95
Morocco,Dem. Rep. of the Congo,212
Morocco,Congo,4
Morocco,Congo,20
Morocco,Cuba,0
Morocco,Algeria,3
Morocco,Algeria,1
Morocco,Eritrea,6
Morocco,Eritrea,5
Morocco,Gabon,0
Morocco,Ghana,4
Morocco,Guinea,16
Morocco,Guinea,3
Morocco,Gambia,0
Morocco,Guinea-Bissau,1
Morocco,India,0
Morocco,Iraq,0
Morocco,Iraq,168
Morocco,Kenya,1
Morocco,Lebanon,0
Morocco,Liberia,9
Morocco,Liberia,16
Morocco,Libya,0
Morocco,Sri Lanka,1
Morocco,Mali,5
Morocco,Mauritania,0
Morocco,Malawi,0
Morocco,Niger,9
Morocco,Niger,1
Morocco,Nigeria,44
Morocco,Nigeria,5
Morocco,Pakistan,1
Morocco,Pakistan,7
Morocco,Palestinian,1
Morocco,Palestinian,30
Morocco,Russian Federation,0
Morocco,Rwanda,3
Morocco,Rwanda,6
Morocco,Sudan,3
Morocco,Sudan,3
Morocco,Senegal,5
Morocco,Senegal,6
Morocco,Sierra Leone,4
Morocco,Somalia,18
Morocco,Somalia,3
Morocco,Chad,3
Morocco,Chad,5
Morocco,Togo,2
Morocco,Togo,1
Morocco,Tunisia,1
Morocco,Tunisia,3
Morocco,United Rep. of Tanzania,0
Morocco,Uganda,0
Morocco,Uganda,1
Morocco,Yemen,0
Morocco,Zambia,0
Morocco,Zimbabwe,3
Monaco,Russian Federation,1
Rep. of Moldova,Afghanistan,8
Rep. of Moldova,Afghanistan,13
Rep. of Moldova,Angola,1
Rep. of Moldova,Armenia,23
Rep. of Moldova,Armenia,26
Rep. of Moldova,Azerbaijan,0
Rep. of Moldova,Azerbaijan,10
Rep. of Moldova,Dem. Rep. of the Congo,1
Rep. of Moldova,Egypt,2
Rep. of Moldova,Georgia,1
Rep. of Moldova,Georgia,8
Rep. of Moldova,Ghana,0
Rep. of Moldova,India,1
Rep. of Moldova,Iran (Islamic Rep. of),3
Rep. of Moldova,Iraq,4
Rep. of Moldova,Iraq,2
Rep. of Moldova,Jordan,2
Rep. of Moldova,Jordan,4
Rep. of Moldova,Kazakhstan,5
Rep. of Moldova,Kyrgyzstan,2
Rep. of Moldova,Kyrgyzstan,11
Rep. of Moldova,Lebanon,0
Rep. of Moldova,Liberia,1
Rep. of Moldova,Sri Lanka,0
Rep. of Moldova,Rep. of Moldova,2031
Rep. of Moldova,Nigeria,1
Rep. of Moldova,Nepal,0
Rep. of Moldova,Nepal,1
Rep. of Moldova,Pakistan,0
Rep. of Moldova,Pakistan,2
Rep. of Moldova,Palestinian,1
Rep. of Moldova,Palestinian,10
Rep. of Moldova,Romania,2
Rep. of Moldova,Russian Federation,7
Rep. of Moldova,Russian Federation,26
Rep. of Moldova,Sudan,1
Rep. of Moldova,Sudan,8
Rep. of Moldova,Sudan,1
Rep. of Moldova,Somalia,0
